,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_891,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_892,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,NA,NA
ASV_893,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_894,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_895,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_896,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_897,Bacteria,Proteobacteria,Gammaproteobacteria,BD7-8,NA,NA,NA
ASV_898,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
ASV_899,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_900,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA
ASV_901,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_902,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_903,Bacteria,Gemmatimonadota,BD2-11_terrestrial_group,NA,NA,NA,NA
ASV_904,Bacteria,Acidobacteriota,Subgroup_22,NA,NA,NA,NA
ASV_905,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_906,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA
ASV_907,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,NA,NA,NA
ASV_908,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,NA
ASV_909,Bacteria,Chloroflexi,JG30-KF-CM66,NA,NA,NA,NA
ASV_910,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Arctic95B-14,NA,NA
ASV_911,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_912,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,NA
ASV_913,Bacteria,Acidobacteriota,Subgroup_22,NA,NA,NA,NA
ASV_914,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_915,Bacteria,Proteobacteria,Gammaproteobacteria,SS1-B-07-19,NA,NA,NA
ASV_916,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_917,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,NA,NA
ASV_918,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,NA,NA,NA
ASV_919,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_920,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_CC9902,NA
ASV_921,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_922,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,NA
ASV_923,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
ASV_924,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,NA,NA
ASV_925,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,NA
ASV_926,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_927,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA
ASV_928,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_929,Bacteria,Acidobacteriota,Acidobacteriae,PAUC26f,NA,NA,NA
ASV_930,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup_2,NA,NA,NA
ASV_932,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV_933,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,NA
ASV_934,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,NA
ASV_935,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA
ASV_936,Bacteria,Gemmatimonadota,BD2-11_terrestrial_group,NA,NA,NA,NA
ASV_937,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,NA,NA
ASV_938,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_939,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_940,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_941,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
ASV_942,Bacteria,Proteobacteria,Gammaproteobacteria,UBA4486,NA,NA,NA
ASV_943,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
ASV_944,Bacteria,Proteobacteria,Gammaproteobacteria,JTB23,NA,NA,NA
ASV_945,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_946,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_947,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,NA,NA
ASV_948,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,NA
ASV_949,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS7_marine_group,NA,NA
ASV_950,Bacteria,Planctomycetota,Pla3_lineage,NA,NA,NA,NA
ASV_951,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas,NA
ASV_952,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,NA
ASV_953,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
ASV_954,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
ASV_955,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA
ASV_956,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA
ASV_957,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,NA,NA
ASV_958,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA
ASV_959,Bacteria,NA,NA,NA,NA,NA,NA
ASV_960,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,NA,NA,NA
ASV_961,Bacteria,Proteobacteria,Gammaproteobacteria,BD7-8,NA,NA,NA
ASV_962,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA
ASV_963,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae1,Alcanivorax,jadensis
ASV_964,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,NA
ASV_965,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19_marine_sediment_group,NA
ASV_966,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Limibaculum,NA
ASV_967,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,NA,NA
ASV_968,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,NA
ASV_969,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
ASV_971,Bacteria,Planctomycetota,Phycisphaerae,S-70,NA,NA,NA
ASV_972,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
ASV_973,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA,NA
ASV_974,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_975,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,NA,NA,NA
ASV_976,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_977,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_978,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_979,Bacteria,Proteobacteria,Gammaproteobacteria,AT-s2-59,NA,NA,NA
ASV_980,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_981,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA
ASV_982,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
ASV_984,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Cohaesibacter,NA
ASV_985,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,NA,NA
ASV_986,Bacteria,Acidobacteriota,Subgroup_21,NA,NA,NA,NA
ASV_987,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
ASV_988,Bacteria,Proteobacteria,Gammaproteobacteria,UBA4486,NA,NA,NA
ASV_989,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum,NA
ASV_990,Bacteria,Gemmatimonadota,BD2-11_terrestrial_group,NA,NA,NA,NA
ASV_991,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_992,Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,NA,NA,NA
ASV_993,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,NA,NA,NA
ASV_994,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA
ASV_995,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_996,Bacteria,NA,NA,NA,NA,NA,NA
ASV_997,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
ASV_998,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,NA
ASV_999,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,NA,NA,NA
ASV_1000,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA
ASV_1001,Bacteria,Chloroflexi,Dehalococcoidia,S085,NA,NA,NA
ASV_1002,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,NA
ASV_1003,Bacteria,Proteobacteria,Gammaproteobacteria,UBA4486,NA,NA,NA
ASV_1004,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
ASV_1005,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,NA
ASV_1006,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19_marine_sediment_group,NA
ASV_1007,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA
ASV_1008,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,NA
ASV_1009,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_1010,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA
ASV_1011,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4_marine_group,NA,NA,NA
ASV_1012,Bacteria,NA,NA,NA,NA,NA,NA
ASV_1013,Bacteria,Acidobacteriota,Subgroup_21,NA,NA,NA,NA
ASV_1014,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA
ASV_1015,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia/Shigella,coli
ASV_1016,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopelagicus,NA
ASV_1017,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19_marine_sediment_group,NA
ASV_1018,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_CC9902,NA
ASV_1019,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,NA
ASV_1020,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_1021,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
ASV_1022,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA,NA
ASV_1023,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
ASV_1024,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,NA
ASV_1025,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA
ASV_1026,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_1027,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,NA
ASV_1028,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
ASV_1029,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_1030,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,NA
ASV_1031,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA
ASV_1032,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,NA
ASV_1033,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,NA,NA,NA
ASV_1034,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,NA
ASV_1035,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,NA
ASV_1036,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
ASV_1037,Bacteria,Acidobacteriota,Subgroup_21,NA,NA,NA,NA
ASV_1038,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA
ASV_1039,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA
ASV_1040,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,NA,NA
ASV_1041,Bacteria,Proteobacteria,Gammaproteobacteria,MBAE14,NA,NA,NA
ASV_1042,Bacteria,Proteobacteria,Gammaproteobacteria,BD7-8,NA,NA,NA
ASV_1043,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_1044,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,NA
ASV_1045,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4_marine_group,NA,NA,NA
ASV_1046,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,NA
ASV_1047,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19_marine_sediment_group,NA
ASV_1049,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,NA,NA
ASV_1050,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia/Shigella,NA
ASV_1051,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,NA
ASV_1052,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,NA
ASV_1053,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,NA
ASV_1054,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,NA
ASV_1055,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,NA
ASV_1056,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,NA
ASV_1058,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopelagicus,NA
ASV_1059,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,NA,NA
ASV_1060,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,NA
ASV_1061,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_1062,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,NA
ASV_1063,Bacteria,Acidobacteriota,Subgroup_22,NA,NA,NA,NA
ASV_1064,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
ASV_1065,Bacteria,Chloroflexi,JG30-KF-CM66,NA,NA,NA,NA
ASV_1066,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_1067,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,NA
ASV_1068,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA
ASV_1069,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,NA
ASV_1070,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,NA,NA,NA
ASV_1071,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,NA,NA
ASV_1072,Bacteria,Proteobacteria,Gammaproteobacteria,AT-s2-59,NA,NA,NA
ASV_1073,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_1074,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,NA
ASV_1075,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum,NA
ASV_1076,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,NA
ASV_1077,Bacteria,Acidobacteriota,Subgroup_22,NA,NA,NA,NA
ASV_1078,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,NA,NA,NA
ASV_1079,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA
ASV_1080,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_1081,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,NA,NA
ASV_1082,Bacteria,Gemmatimonadota,BD2-11_terrestrial_group,NA,NA,NA,NA
ASV_1083,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_CC9902,NA
ASV_1084,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_1085,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
ASV_1086,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,NA,NA,NA
ASV_1087,Bacteria,Gemmatimonadota,BD2-11_terrestrial_group,NA,NA,NA,NA
ASV_1088,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA
ASV_1089,Bacteria,Proteobacteria,Gammaproteobacteria,SS1-B-09-64,NA,NA,NA
ASV_1090,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,NA,NA,NA
ASV_1091,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,NA,NA,NA
ASV_1092,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,NA
ASV_1093,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,NA
ASV_1095,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,NA,NA,NA
ASV_1096,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA
ASV_1097,Bacteria,Acidobacteriota,Subgroup_21,NA,NA,NA,NA
ASV_1098,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_1099,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_1100,Bacteria,NA,NA,NA,NA,NA,NA
ASV_1101,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
ASV_1102,Bacteria,Proteobacteria,Gammaproteobacteria,JTB23,NA,NA,NA
ASV_1103,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,NA,NA
ASV_1104,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Psychrobium,NA
ASV_1105,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,NA
ASV_1106,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,koll11,NA,NA
ASV_1107,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA
ASV_1108,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,NA,NA,NA
ASV_1109,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,NA
ASV_1110,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_1111,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
ASV_1112,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,NA
ASV_1113,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b_marine_group,NA
ASV_1114,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
ASV_1115,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_1116,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,NA
ASV_1117,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,NA,NA
ASV_1118,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_1119,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
ASV_1120,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_1121,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA,NA
ASV_1122,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,NA,NA
ASV_1123,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,NA
ASV_1124,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,NA
ASV_1125,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA
ASV_1126,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS7_marine_group,NA,NA
ASV_1127,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,NA,NA,NA
ASV_1128,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
ASV_1129,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,NA
ASV_1130,Bacteria,Acidobacteriota,Subgroup_26,NA,NA,NA,NA
ASV_1131,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,NA,NA
ASV_1132,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,BD2-7,NA,NA
ASV_1133,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_1134,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,NA
ASV_1135,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,NA
ASV_1136,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,NA
ASV_1138,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_1139,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_1140,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_1141,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
ASV_1142,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,NA
ASV_1143,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,NA
ASV_1144,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,NA
ASV_1145,Bacteria,Acidobacteriota,Subgroup_21,NA,NA,NA,NA
ASV_1146,Bacteria,Proteobacteria,Alphaproteobacteria,AT-s3-44,NA,NA,NA
ASV_1147,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
ASV_1148,Bacteria,Acidobacteriota,Subgroup_21,NA,NA,NA,NA
ASV_1149,Bacteria,Myxococcota,bacteriap25,NA,NA,NA,NA
ASV_1150,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,NA
ASV_1151,Bacteria,Acidobacteriota,Subgroup_21,NA,NA,NA,NA
ASV_1152,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA
ASV_1154,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,NA
ASV_1155,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA
ASV_1156,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,NA
ASV_1158,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_1159,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,LS-NOB,NA
ASV_1160,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
