,DC.C01.4861,DC.C01.4811,DC.C01.3000,DC.C01.1000,DC.C01.900,DC.C01N.120,DC.C01.80,DC.C01.5,DC.C14.4183,DC.C14.4138,DC.C14.2000,DC.C14N.1000,DC.C14.150,DC.C14.120,DC.C14.70,DC.C14.5,DC2.R04C06.05to1,DC2.R04C06.0to05,DC2.R04C06.10to15r,DC2.R04C06.1to5,DC2.R04C06.5to10,DC2.R14C27.05to1,DC2.R14C27.0to05,DC2.R14C27.10to15,DC2.R14C27.1to5,DC2.R14C27.5to10
sp4955,0,0,0,0,0,0,0,0,0.00042182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp4956,0,0,0,0,0.00042159,0,0,0,0,0,0,0.00014045,0.00014051,0,0,0,0,0,0,0,0,0,0,0,0,0
sp4957,0,0,0,0,0.00042159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp4958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp4959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp4960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014186,0.00014162,0,0,0
sp4961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp4962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp4963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042644,0,0,0.00014164,0.00014186,0,0,0,0
sp4964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028373,0,0,0,0
sp4965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014128,0,0,0,0,0,0,0
sp4966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0,0,0,0.00014164,0,0,0,0,0
sp4967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028289,0,0,0,0,0,0
sp4968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014164,0,0,0,0,0.00042403
sp4969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp4970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014215,0,0,0,0,0,0,0,0
sp4971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp4972,0,0,0,0.000422,0,0,0,0,0,0,0,0.00042135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp4973,0,0,0,0,0,0,0,0,0.00098425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp4974,0,0,0,0,0,0,0,0,0,0,0,0,0.00098356,0.00084436,0,0,0,0,0,0,0,0,0,0,0,0
sp4975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028373,0,0,0.00014156,0
sp4976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0,0,0,0,0,0,0,0,0.00014134
sp4977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0,0,0,0,0,0,0,0,0.00042403
sp4978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp4979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014162,0,0,0
sp4980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp4981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0,0,0,0.00084986,0.00014186,0.00028325,0,0,0
sp4982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014128,0,0,0,0,0.00028313,0,0.00014134
sp4983,0,0,0,0,0,0,0.0004217,0.00056188,0,0,0,0,0,0,0.00056219,0.00042135,0,0,0,0,0,0,0,0,0,0
sp4984,0,0,0.00056235,0.00014067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp4985,0,0,0,0,0.00014053,0,0,0,0,0,0,0.00014045,0,0.00042218,0,0,0,0,0,0,0,0,0,0,0,0
sp4986,0,0,0,0,0,0,0,0,0,0,0,0,0.00028102,0.00028145,0,0,0,0,0,0,0,0,0,0,0,0
sp4987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070225,0,0,0,0,0,0,0,0,0,0
sp4988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014215,0,0,0,0,0,0,0,0
sp4989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014144,0,0,0,0,0,0.00028269
sp4990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014128,0,0,0,0.00014162,0,0.00028313,0
sp4991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp4992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp4993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp4994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp4995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp4996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp4997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014162,0.00014156,0,0
sp4998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp4999,0.00056283,0.00028118,0,0,0,0,0,0,0.00098425,0.00056259,0,0,0,0,0,0,0,0,0,0.00028289,0,0,0,0.00014156,0.00014156,0
sp5000,0,0,0,0.00098467,0.00056211,0,0,0,0,0,0,0.00070225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5001,0,0,0,0,0,0.00070294,0,0,0,0,0,0,0,0,0.00042164,0.00014045,0,0,0,0,0,0,0,0,0,0
sp5002,0,0,0,0,0,0,0.00056227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5003,0,0,0,0,0,0,0,0,0,0,0,0,0.00028102,0.0005629,0,0,0,0,0,0,0,0,0,0,0,0
sp5004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154603,0,0,0,0,0,0,0,0,0,0,0
sp5005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0,0,0.00028289,0,0,0,0,0,0
sp5007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014215,0,0,0,0,0,0,0,0
sp5008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014162,0.00070781,0.00028313,0.00028269
sp5010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014162,0,0,0
sp5011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014215,0,0,0,0.00014186,0.00042487,0,0,0.00014134
sp5012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042385,0,0,0.00056746,0,0,0.00028313,0.00028269
sp5013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0,0,0,0,0,0,0,0,0
sp5014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0,0,0,0,0,0,0,0,0.00028269
sp5016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028257,0,0.00014164,0,0,0.00056625,0,0.00042403
sp5017,0,0,0,0.00070333,0.00070264,0,0,0,0,0,0.00014049,0.00070225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5018,0,0,0,0,0,0,0.00126511,0,0,0,0,0,0,0,0,0.00014045,0,0,0,0,0,0,0,0,0,0
sp5019,0,0,0,0,0,0,0,0,0.00042182,0,0,0,0,0,0,0,0.00014152,0,0,0,0,0,0.00014162,0,0,0
sp5020,0,0,0,0,0,0,0,0,0,0,0,0.00154494,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0,0,0,0,0,0,0,0,0
sp5022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014186,0,0,0,0
sp5023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028429,0,0.00028289,0,0,0,0,0,0
sp5024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014162,0,0,0.00014134
sp5025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014215,0.00028257,0,0,0.00042559,0,0,0,0.00014134
sp5027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0,0,0,0,0,0,0,0,0.00014134
sp5028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070761,0,0,0,0,0,0,0,0.00042469,0
sp5029,0.00014071,0.00098411,0,0,0,0,0,0,0.00098425,0.00126582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5030,0.00028141,0.00056235,0.00014059,0,0,0,0,0,0.00084364,0,0.00028098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5031,0.00014071,0.00014059,0,0.00014067,0.00014053,0,0,0,0,0,0.00028098,0.0005618,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014215,0,0,0,0,0,0,0,0
sp5033,0,0.00014059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5034,0,0,0,0,0,0.00168705,0,0,0,0,0,0,0,0.00028145,0,0,0,0,0,0,0,0,0,0,0,0
sp5035,0,0,0,0,0,0.00042176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5036,0,0,0,0,0,0,0,0.00070235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0.00028429,0,0,0,0,0,0,0,0
sp5039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028257,0,0,0,0,0,0,0.00028269
sp5040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014128,0,0,0.00028373,0.00014162,0,0.00028313,0.00028269
sp5041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014186,0,0,0,0
sp5042,0.00056283,0.00014059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5043,0.00014071,0.00028118,0,0,0,0,0,0,0.00028121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5044,0,0,0,0.000844,0,0,0,0,0,0,0,0.00042135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5045,0,0,0,0.000422,0.00070264,0,0,0,0,0,0,0.0008427,0,0.0005629,0,0,0,0,0,0,0,0,0,0,0,0
sp5046,0,0,0,0.000422,0.0009837,0,0,0,0,0,0,0.0002809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0,0,0,0,0,0.00028325,0,0,0
sp5049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042644,0,0,0.00014164,0,0,0,0,0
sp5051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014144,0,0,0,0,0,0
sp5053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014164,0.00028373,0.00042487,0.00042469,0.00042469,0.0009894
sp5054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5055,0.00070353,0,0,0,0,0,0,0,0.00042182,0.00042194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5056,0,0,0,0.000844,0.00084317,0,0,0,0,0,0,0.00168539,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112439,0.00140449,0,0,0,0,0,0,0,0,0,0
sp5060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042644,0,0,0,0.00028373,0,0,0,0
sp5061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056657,0.00014186,0.00042487,0,0,0
sp5062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014215,0,0,0,0,0.00042487,0,0,0
sp5064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014162,0,0,0
sp5065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070641,0,0,0,0,0,0,0
sp5067,0.00042212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5068,0,0,0.00070294,0.000422,0.00014053,0,0,0,0,0,0.00042147,0.0005618,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5069,0,0,0,0,0,0.00196823,0,0,0,0,0,0,0,0.00028145,0,0,0,0,0,0,0,0,0,0,0,0
sp5070,0,0,0,0,0,0,0,0,0,0,0.00084293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042644,0,0,0,0,0,0,0,0
sp5072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028429,0,0.00014144,0,0,0,0,0,0
sp5073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042644,0,0,0,0,0,0,0,0
sp5074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014215,0,0.00014144,0,0,0,0,0,0
sp5075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014144,0,0,0,0,0,0.00014134
sp5077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0,0,0,0,0.00014186,0.00028325,0,0,0
sp5078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014144,0,0,0,0,0,0
sp5079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5080,0,0.00028118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056625,0,0
sp5081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014186,0,0,0,0
sp5083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014164,0,0,0,0,0
sp5084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0,0.00014128,0,0.00014164,0.00014186,0.00014162,0.00042469,0.00014156,0.00014134
sp5085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042457,0,0,0,0.00014164,0,0,0,0,0
sp5087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008477,0,0,0,0,0.00028313,0,0
sp5088,0.00028141,0,0,0.00028133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5089,0,0,0.00056235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5090,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00098508,0,0,0,0,0,0,0,0,0,0,0,0
sp5091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014215,0,0,0,0,0,0,0,0
sp5092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014186,0,0,0,0
sp5093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0.00014215,0,0,0,0,0,0,0,0
sp5094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042644,0,0,0,0,0,0,0,0
sp5095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014144,0,0,0.00028325,0,0.00028313,0.00028269
sp5096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056513,0,0,0,0,0.00028313,0,0.00014134
sp5098,0.00196989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5099,0,0,0.00028118,0.00028133,0.00042159,0,0,0,0.00014061,0,0,0.00014045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5100,0,0,0,0.00140667,0.00056211,0,0,0,0,0,0,0.00042135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5101,0,0,0,0,0,0.00070294,0.00196795,0.00056188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014215,0,0,0,0,0,0,0,0
sp5104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014186,0,0.00028313,0.00056625,0.00028269
sp5105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0.00014215,0.00014128,0,0,0,0,0,0,0
sp5107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014128,0.00014144,0,0,0,0,0,0
sp5109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056537
sp5110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014128,0,0,0,0,0,0,0
sp5112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014215,0,0.00014144,0,0.00028373,0,0,0,0
sp5113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014156,0
sp5114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0,0,0,0,0,0,0,0,0
sp5116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169972,0,0,0,0,0
sp5117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5119,0,0,0,0.00056267,0.0009837,0,0,0,0,0,0,0.00126404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5120,0,0,0,0,0,0,0,0,0,0,0,0,0.00140509,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5121,0,0,0,0,0,0,0,0,0,0,0,0,0.00056203,0.00042218,0,0,0,0,0,0,0,0,0,0,0,0
sp5122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5123,0,0,0,0,0,0,0,0,0,0.00014065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042469,0.00056625,0.00056537
sp5124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014164,0,0,0,0,0
sp5125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099094,0
sp5129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0,0,0,0.00014164,0,0,0,0,0
sp5131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042559,0.00014162,0.00042469,0,0
sp5134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042403
sp5135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0,0,0.00014144,0,0,0,0,0,0.00014134
sp5136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014144,0,0,0,0,0,0
sp5137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5138,0.00056283,0,0,0,0,0,0,0,0.00126547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5139,0.00028141,0.00042176,0,0,0,0,0,0,0.00084364,0.00070323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014144,0,0,0,0,0,0
sp5141,0,0,0,0.000844,0,0,0,0,0,0,0,0.00070225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5142,0,0,0,0.00098467,0.00028106,0,0,0,0,0,0,0.00042135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5143,0,0,0,0,0,0,0,0,0,0,0,0,0.00112407,0.00028145,0,0,0,0,0,0,0,0,0,0,0,0
sp5144,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00098508,0,0,0,0,0,0,0,0,0,0,0,0
sp5145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196767,0.00224719,0,0,0,0,0,0,0,0,0,0
sp5146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028429,0,0,0,0,0,0,0,0
sp5147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0,0,0,0,0,0,0,0,0
sp5148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0,0,0.00028289,0,0,0,0,0,0
sp5149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0,0,0,0,0,0,0,0,0
sp5150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5158,0.00070353,0,0,0,0,0,0,0,0,0,0,0.00014045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5159,0,0,0,0,0,0,0.00056227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5160,0,0,0,0.00056267,0.00070264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5161,0,0,0,0,0,0,0,0,0,0,0,0,0.00070254,0.00070363,0,0,0,0,0,0,0,0,0,0,0,0
sp5162,0,0,0,0,0.00014053,0,0,0,0,0,0,0,0.00070254,0.00140726,0,0,0,0,0,0,0,0,0,0,0,0
sp5163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005618,0,0,0,0,0,0,0,0,0,0
sp5164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014215,0,0,0,0,0,0,0,0
sp5166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014134
sp5167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014144,0,0,0,0,0,0
sp5168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028373,0,0,0,0
sp5169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028313,0
sp5170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp5171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028257,0,0,0,0,0,0,0
